GENESIS-Tabelle: 12411-0007
Bevölkerung: Deutschland, Stichtag, Altersjahre,;;;;;
Nationalität, Geschlecht/Familienstand;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;
Deutschland;;;;;
Bevölkerungsstand (Anzahl);;;;;
;;Deutsche;Deutsche;Ausländer;Ausländer
;;männlich;weiblich;männlich;weiblich
31.12.1980;unter 1 Jahr;274025;260984;42349;39794
31.12.1980;1-Jährige;256450;244899;40612;38587
31.12.1980;2-Jährige;254357;241894;41098;38424
31.12.1980;3-Jährige;255947;242643;42380;39891
31.12.1980;4-Jährige;260650;249034;45486;43274
31.12.1980;5-Jährige;254790;242441;47104;44962
31.12.1980;6-Jährige;261396;249801;48453;48759
31.12.1980;7-Jährige;269773;258587;47001;46254
31.12.1980;8-Jährige;306784;293074;46047;45013
31.12.1980;9-Jährige;351436;334235;45700;43668
31.12.1980;10-Jährige;372165;356125;42215;38982
31.12.1980;11-Jährige;426003;407314;41657;37085
31.12.1980;12-Jährige;462356;440762;40384;35325
31.12.1980;13-Jährige;483059;461588;36844;33010
31.12.1980;14-Jährige;498979;476507;40120;34469
31.12.1980;15-Jährige;502465;478130;42704;34394
31.12.1980;16-Jährige;514630;490083;44351;33929
31.12.1980;17-Jährige;510113;487034;43335;31389
31.12.1980;18-Jährige;491991;469598;42189;31391
31.12.1980;19-Jährige;489833;468489;38633;30661
31.12.1980;20-Jährige;472665;451635;43263;36159
31.12.1980;21-Jährige;462139;438831;42168;33956
31.12.1980;22-Jährige;441014;418811;47123;33847
31.12.1980;23-Jährige;431898;410905;50076;34152
31.12.1980;24-Jährige;415330;396881;56210;37995
31.12.1980;25-Jährige;399202;380050;53248;42210
31.12.1980;26-Jährige;398837;382618;51643;46894
31.12.1980;27-Jährige;383958;369024;48779;48352
31.12.1980;28-Jährige;387588;369249;52993;53679
31.12.1980;29-Jährige;380474;364287;50890;50176
31.12.1980;30-Jährige;389935;370050;61500;56973
31.12.1980;31-Jährige;392010;369774;62628;53136
31.12.1980;32-Jährige;365962;352254;65531;50855
31.12.1980;33-Jährige;338845;334161;64985;46532
31.12.1980;34-Jährige;310775;309991;60132;41816
31.12.1980;35-Jährige;264434;266007;56544;38485
31.12.1980;36-Jährige;363047;362089;53924;35490
31.12.1980;37-Jährige;375957;371537;53373;32263
31.12.1980;38-Jährige;367567;363118;56512;31413
31.12.1980;39-Jährige;455388;449833;51572;27197
31.12.1980;40-Jährige;491013;486274;57258;29192
31.12.1980;41-Jährige;488765;483100;52307;25984
31.12.1980;42-Jährige;461577;456676;49021;24378
31.12.1980;43-Jährige;436097;431660;43832;21868
31.12.1980;44-Jährige;432713;428929;40859;20500
31.12.1980;45-Jährige;426250;420563;35806;18904
31.12.1980;46-Jährige;400407;396069;35936;17409
31.12.1980;47-Jährige;324964;323941;33907;16821
31.12.1980;48-Jährige;330719;330942;28774;15778
31.12.1980;49-Jährige;344395;344532;24282;13488
31.12.1980;50-Jährige;370164;370454;23972;14184
31.12.1980;51-Jährige;365626;366260;19976;12302
31.12.1980;52-Jährige;372702;373640;18305;11758
31.12.1980;53-Jährige;336913;366035;16227;10585
31.12.1980;54-Jährige;316100;381783;15724;10982
31.12.1980;55-Jährige;306698;399999;13765;9965
31.12.1980;56-Jährige;269873;392772;12648;9387
31.12.1980;57-Jährige;265993;393011;11642;8468
31.12.1980;58-Jährige;282331;412541;10775;8048
31.12.1980;59-Jährige;291335;435299;9543;7120
31.12.1980;60-Jährige;283044;436531;9136;6738
31.12.1980;61-Jährige;217556;333899;6722;5072
31.12.1980;62-Jährige;144084;223418;4902;3647
31.12.1980;63-Jährige;139102;214856;4231;3195
31.12.1980;64-Jährige;151015;236744;4319;3257
31.12.1980;65-Jährige;193881;310593;4559;3659
31.12.1980;66-Jährige;242218;394057;4545;4260
31.12.1980;67-Jährige;246536;395001;4135;4102
31.12.1980;68-Jährige;246866;396488;4084;3899
31.12.1980;69-Jährige;228674;372754;3579;3568
31.12.1980;70-Jährige;222976;375957;3437;3707
31.12.1980;71-Jährige;220088;371825;3099;3343
31.12.1980;72-Jährige;206595;358332;2759;3184
31.12.1980;73-Jährige;197173;337440;2419;3001
31.12.1980;74-Jährige;180927;320843;2287;2707
31.12.1980;75-Jährige;173490;294527;1865;2581
31.12.1980;76-Jährige;159557;278885;1780;2418
31.12.1980;77-Jährige;139689;252390;1604;2165
31.12.1980;78-Jährige;126011;239663;1485;2108
31.12.1980;79-Jährige;110103;216667;1325;1841
31.12.1980;80-Jährige;93001;191265;1100;1833
31.12.1980;81-Jährige;76166;168447;945;1633
31.12.1980;82-Jährige;62913;150962;834;1437
31.12.1980;83-Jährige;49666;126313;735;1270
31.12.1980;84-Jährige;40681;110490;590;1283
31.12.1980;85 Jahre und mehr;144008;399742;3360;6146
31.12.1980;Insgesamt;26904882;30186896;2576151;1990016
31.12.1981;unter 1 Jahr;276706;263615;41780;38930
31.12.1981;1-Jährige;273684;260937;42388;39947
31.12.1981;2-Jährige;256647;245119;40813;38959
31.12.1981;3-Jährige;254768;242199;41650;39036
31.12.1981;4-Jährige;256398;243088;42832;40447
31.12.1981;5-Jährige;261033;249414;45777;43742
31.12.1981;6-Jährige;255158;242803;45529;44131
31.12.1981;7-Jährige;261827;250178;47241;47842
31.12.1981;8-Jährige;270181;259030;47769;46897
31.12.1981;9-Jährige;307202;293409;47328;46138
31.12.1981;10-Jährige;351880;334709;47026;44778
31.12.1981;11-Jährige;372584;356572;44518;40570
31.12.1981;12-Jährige;426401;407789;43825;38472
31.12.1981;13-Jährige;462744;441171;42506;36586
31.12.1981;14-Jährige;483488;461942;39514;34330
31.12.1981;15-Jährige;499335;476876;45555;36928
31.12.1981;16-Jährige;502654;478472;46602;36235
31.12.1981;17-Jährige;514623;490344;48085;35932
31.12.1981;18-Jährige;509896;487237;46499;34273
31.12.1981;19-Jährige;491842;469720;43592;34574
31.12.1981;20-Jährige;489746;468633;40919;34100
31.12.1981;21-Jährige;472603;451685;46736;38837
31.12.1981;22-Jährige;461989;438922;46222;36174
31.12.1981;23-Jährige;440977;418897;50181;36191
31.12.1981;24-Jährige;432018;411083;52274;36128
31.12.1981;25-Jährige;415575;397155;58142;39802
31.12.1981;26-Jährige;399353;380290;54674;43741
31.12.1981;27-Jährige;399024;382991;52845;48192
31.12.1981;28-Jährige;384133;369228;49620;49155
31.12.1981;29-Jährige;387675;369597;53606;54319
31.12.1981;30-Jährige;380622;364613;51381;50492
31.12.1981;31-Jährige;390055;370332;61404;57111
31.12.1981;32-Jährige;391954;370020;62177;53275
31.12.1981;33-Jährige;365863;352515;64975;50923
31.12.1981;34-Jährige;338809;334329;64219;46706
31.12.1981;35-Jährige;310648;310034;59375;41933
31.12.1981;36-Jährige;264283;266133;55686;38657
31.12.1981;37-Jährige;362799;362233;53091;35751
31.12.1981;38-Jährige;375736;371665;52408;32433
31.12.1981;39-Jährige;367137;363158;55545;31606
31.12.1981;40-Jährige;454854;449906;50732;27472
31.12.1981;41-Jährige;490220;486139;56341;29629
31.12.1981;42-Jährige;487742;482934;51375;26274
31.12.1981;43-Jährige;460484;456423;48268;24724
31.12.1981;44-Jährige;434965;431344;42995;22111
31.12.1981;45-Jährige;431324;428535;40269;20702
31.12.1981;46-Jährige;424681;420013;35254;19129
31.12.1981;47-Jährige;398785;395502;35203;17549
31.12.1981;48-Jährige;323480;323451;33130;16942
31.12.1981;49-Jährige;328955;330242;28267;15946
31.12.1981;50-Jährige;342365;343711;23789;13579
31.12.1981;51-Jährige;367641;369417;23555;14332
31.12.1981;52-Jährige;362902;365127;19524;12365
31.12.1981;53-Jährige;369538;372296;17931;11881
31.12.1981;54-Jährige;333902;364594;15798;10697
31.12.1981;55-Jährige;312935;380029;15339;10981
31.12.1981;56-Jährige;303365;398126;13418;10035
31.12.1981;57-Jährige;266544;390624;12298;9385
31.12.1981;58-Jährige;262266;390677;11388;8505
31.12.1981;59-Jährige;278084;409889;10433;8038
31.12.1981;60-Jährige;286397;432410;9254;7138
31.12.1981;61-Jährige;277836;433299;8805;6717
31.12.1981;62-Jährige;213230;331181;6513;5115
31.12.1981;63-Jährige;140822;221301;4712;3627
31.12.1981;64-Jährige;135719;212591;4119;3215
31.12.1981;65-Jährige;146996;234077;4031;3277
31.12.1981;66-Jährige;188220;306542;4347;3719
31.12.1981;67-Jährige;234697;388503;4421;4340
31.12.1981;68-Jährige;237946;388622;4020;4123
31.12.1981;69-Jährige;237429;389358;3950;3891
31.12.1981;70-Jährige;219099;365077;3470;3567
31.12.1981;71-Jährige;212117;367121;3356;3725
31.12.1981;72-Jährige;208237;361697;3052;3316
31.12.1981;73-Jährige;194320;347233;2705;3240
31.12.1981;74-Jährige;184439;325691;2380;2952
31.12.1981;75-Jährige;167899;307977;2223;2697
31.12.1981;76-Jährige;159808;281057;1816;2559
31.12.1981;77-Jährige;145921;264448;1698;2394
31.12.1981;78-Jährige;126503;237866;1555;2108
31.12.1981;79-Jährige;113048;223974;1426;2070
31.12.1981;80-Jährige;97917;200872;1273;1773
31.12.1981;81-Jährige;81728;175733;1044;1783
31.12.1981;82-Jährige;65964;152857;883;1582
31.12.1981;83-Jährige;54044;135824;796;1400
31.12.1981;84-Jährige;41961;111743;691;1222
31.12.1981;85 Jahre und mehr;147554;422466;3767;7098
31.12.1981;Insgesamt;26874933;30116636;2647923;2073197
31.12.1982;unter 1 Jahr;279430;264704;37122;35375
31.12.1982;1-Jährige;276289;263246;40370;38026
31.12.1982;2-Jährige;273696;260951;41004;38826
31.12.1982;3-Jährige;256770;245230;39691;38084
31.12.1982;4-Jährige;254846;242383;40607;38320
31.12.1982;5-Jährige;256523;243259;41579;39582
31.12.1982;6-Jährige;261232;249599;42493;41392
31.12.1982;7-Jährige;255333;242909;42256;41682
31.12.1982;8-Jährige;262020;250315;45925;46989
31.12.1982;9-Jährige;270443;259295;46879;46333
31.12.1982;10-Jährige;307431;293619;46632;45705
31.12.1982;11-Jährige;352018;334936;46782;44710
31.12.1982;12-Jährige;372855;356751;44208;40489
31.12.1982;13-Jährige;426663;408013;43702;38210
31.12.1982;14-Jährige;462923;441452;42416;36475
31.12.1982;15-Jährige;483675;462246;39604;34262
31.12.1982;16-Jährige;499250;477020;44703;36407
31.12.1982;17-Jährige;502487;478647;46121;36180
31.12.1982;18-Jährige;514360;490371;47948;36586
31.12.1982;19-Jährige;509667;487312;45622;35332
31.12.1982;20-Jährige;491672;469623;43355;35628
31.12.1982;21-Jährige;489495;468346;40629;34287
31.12.1982;22-Jährige;472244;451496;45938;38992
31.12.1982;23-Jährige;461568;438597;45011;36370
31.12.1982;24-Jährige;440714;418705;48392;36201
31.12.1982;25-Jährige;431820;410989;49870;36068
31.12.1982;26-Jährige;415249;396958;54835;39636
31.12.1982;27-Jährige;399132;380206;51502;43197
31.12.1982;28-Jährige;398681;382921;49608;47524
31.12.1982;29-Jährige;383795;369262;46458;48362
31.12.1982;30-Jährige;387332;369585;50527;53428
31.12.1982;31-Jährige;380434;364638;48451;49549
31.12.1982;32-Jährige;389787;370239;58208;55918
31.12.1982;33-Jährige;391554;369987;58891;52258
31.12.1982;34-Jährige;365400;352351;61902;49896
31.12.1982;35-Jährige;338469;334230;61264;45701
31.12.1982;36-Jährige;310242;309972;56742;41098
31.12.1982;37-Jährige;263974;266052;53178;38017
31.12.1982;38-Jährige;362133;362046;50865;35153
31.12.1982;39-Jährige;375166;371396;50330;31906
31.12.1982;40-Jährige;366390;362910;53360;31180
31.12.1982;41-Jährige;453801;449585;48714;27037
31.12.1982;42-Jährige;488900;485660;54274;29207
31.12.1982;43-Jährige;486354;482357;49267;25948
31.12.1982;44-Jährige;459046;455923;46349;24379
31.12.1982;45-Jährige;433474;430812;41440;21799
31.12.1982;46-Jährige;429654;427821;38654;20462
31.12.1982;47-Jährige;422834;419233;33809;18817
31.12.1982;48-Jährige;396777;394738;33743;17233
31.12.1982;49-Jährige;321752;322721;31745;16605
31.12.1982;50-Jährige;326819;329434;27045;15729
31.12.1982;51-Jährige;339923;342762;22694;13347
31.12.1982;52-Jährige;364887;368276;22534;14147
31.12.1982;53-Jährige;359785;363839;18675;12200
31.12.1982;54-Jährige;366070;370728;17158;11713
31.12.1982;55-Jährige;330471;363085;15056;10528
31.12.1982;56-Jährige;309500;378227;14628;10809
31.12.1982;57-Jährige;299702;395961;12846;9962
31.12.1982;58-Jährige;263072;388417;11804;9318
31.12.1982;59-Jährige;258305;388206;10987;8436
31.12.1982;60-Jährige;273529;407186;9940;7944
31.12.1982;61-Jährige;281324;429191;8816;7107
31.12.1982;62-Jährige;272283;429671;8396;6602
31.12.1982;63-Jährige;208595;328207;6180;5098
31.12.1982;64-Jährige;137455;218955;4511;3602
31.12.1982;65-Jährige;132183;210071;3811;3175
31.12.1982;66-Jährige;142945;230973;3839;3274
31.12.1982;67-Jährige;182401;302170;4205;3679
31.12.1982;68-Jährige;226832;382349;4318;4368
31.12.1982;69-Jährige;228993;381751;3949;4159
31.12.1982;70-Jährige;227465;381571;3859;3885
31.12.1982;71-Jährige;208897;356668;3412;3570
31.12.1982;72-Jährige;201116;357652;3249;3708
31.12.1982;73-Jährige;196213;350965;2938;3317
31.12.1982;74-Jährige;181843;335216;2633;3185
31.12.1982;75-Jährige;171520;313032;2323;2935
31.12.1982;76-Jährige;155025;294208;2149;2669
31.12.1982;77-Jährige;146173;267105;1745;2518
31.12.1982;78-Jährige;132782;249648;1650;2349
31.12.1982;79-Jährige;113860;222727;1491;2115
31.12.1982;80-Jährige;100693;207993;1353;2027
31.12.1982;81-Jährige;86253;184946;1198;1727
31.12.1982;82-Jährige;71054;160005;1008;1729
31.12.1982;83-Jährige;56775;137417;829;1544
31.12.1982;84-Jährige;45944;120746;761;1343
31.12.1982;85 Jahre und mehr;152178;444669;4271;7963
31.12.1982;Insgesamt;26838619;30035644;2589236;2082602
31.12.1983;unter 1 Jahr;271316;257683;31506;29710
31.12.1983;1-Jährige;278986;264308;35512;34223
31.12.1983;2-Jährige;276264;263243;38642;36661
31.12.1983;3-Jährige;273761;260977;39376;37543
31.12.1983;4-Jährige;256956;245347;38222;36893
31.12.1983;5-Jährige;255041;242548;38902;36849
31.12.1983;6-Jährige;256678;243460;37859;36805
31.12.1983;7-Jährige;261348;249744;38479;38495
31.12.1983;8-Jährige;255509;243098;39955;40130
31.12.1983;9-Jährige;262232;250448;43921;45756
31.12.1983;10-Jährige;270660;259490;45001;45079
31.12.1983;11-Jährige;307583;293869;44981;44512
31.12.1983;12-Jährige;352214;335182;45119;43577
31.12.1983;13-Jährige;372985;356974;42693;39340
31.12.1983;14-Jährige;426767;408205;42159;37121
31.12.1983;15-Jährige;463034;441646;41429;35607
31.12.1983;16-Jährige;483612;462347;38468;33122
31.12.1983;17-Jährige;499010;477065;43878;35490
31.12.1983;18-Jährige;501999;478705;45853;36190
31.12.1983;19-Jährige;513973;490255;46777;36976
31.12.1983;20-Jährige;509282;487110;45485;36040
31.12.1983;21-Jährige;491282;469291;43178;35592
31.12.1983;22-Jährige;489132;468152;40274;34040
31.12.1983;23-Jährige;471930;451243;44748;38559
31.12.1983;24-Jährige;461301;438339;43576;36034
31.12.1983;25-Jährige;440460;418516;46257;35769
31.12.1983;26-Jährige;431680;410813;47325;35487
31.12.1983;27-Jährige;414945;396812;51690;38871
31.12.1983;28-Jährige;398935;380101;48472;42329
31.12.1983;29-Jährige;398347;382888;46746;46518
31.12.1983;30-Jährige;383518;369194;43839;47325
31.12.1983;31-Jährige;387001;369579;47657;52133
31.12.1983;32-Jährige;380235;364708;46088;48290
31.12.1983;33-Jährige;389521;370273;55443;54502
31.12.1983;34-Jährige;391135;369872;56359;50819
31.12.1983;35-Jährige;365015;352192;59116;48518
31.12.1983;36-Jährige;338055;334077;58694;44422
31.12.1983;37-Jährige;309758;309839;54367;39895
31.12.1983;38-Jährige;263616;265888;50983;36982
31.12.1983;39-Jährige;361515;361815;48888;34188
31.12.1983;40-Jährige;374491;371086;48574;31093
31.12.1983;41-Jährige;365629;362658;51285;30368
31.12.1983;42-Jährige;452783;449189;46810;26357
31.12.1983;43-Jährige;487571;485109;51908;28484
31.12.1983;44-Jährige;484819;481732;47314;25311
31.12.1983;45-Jährige;457368;455287;44452;23643
31.12.1983;46-Jährige;431847;430165;39678;21229
31.12.1983;47-Jährige;427707;427032;37044;19946
31.12.1983;48-Jährige;420763;418362;32428;18349
31.12.1983;49-Jährige;394646;393860;32258;16733
31.12.1983;50-Jährige;319715;321887;30218;16088
31.12.1983;51-Jährige;324576;328463;25907;15308
31.12.1983;52-Jährige;337326;341698;21633;12990
31.12.1983;53-Jährige;361775;367086;21533;13721
31.12.1983;54-Jährige;356389;362407;17849;11795
31.12.1983;55-Jährige;362277;369140;16414;11437
31.12.1983;56-Jährige;326882;361333;14298;10239
31.12.1983;57-Jährige;305727;376272;13994;10546
31.12.1983;58-Jährige;295669;393679;12326;9717
31.12.1983;59-Jährige;259351;386027;11327;9065
31.12.1983;60-Jährige;254027;385445;10379;8172
31.12.1983;61-Jährige;268723;404225;9326;7729
31.12.1983;62-Jährige;275831;425659;8249;6953
31.12.1983;63-Jährige;266373;425658;7907;6423
31.12.1983;64-Jährige;203624;324759;5877;4979
31.12.1983;65-Jährige;133843;216322;4191;3515
31.12.1983;66-Jährige;128484;207364;3614;3105
31.12.1983;67-Jährige;138531;227615;3653;3201
31.12.1983;68-Jährige;176321;297357;4078;3606
31.12.1983;69-Jährige;218376;375585;4149;4282
31.12.1983;70-Jährige;219444;373978;3808;4088
31.12.1983;71-Jährige;217049;372958;3761;3774
31.12.1983;72-Jährige;198330;347305;3308;3507
31.12.1983;73-Jährige;189959;347225;3142;3604
31.12.1983;74-Jährige;183951;339297;2840;3268
31.12.1983;75-Jährige;169214;322402;2540;3100
31.12.1983;76-Jährige;158392;299599;2239;2895
31.12.1983;77-Jährige;142029;279716;2057;2604
31.12.1983;78-Jährige;132869;252504;1689;2463
31.12.1983;79-Jährige;119590;234111;1550;2279
31.12.1983;80-Jährige;101635;206886;1445;2059
31.12.1983;81-Jährige;88530;191527;1279;1941
31.12.1983;82-Jährige;74959;168547;1127;1687
31.12.1983;83-Jährige;61039;144267;971;1680
31.12.1983;84-Jährige;48019;122035;801;1504
31.12.1983;85 Jahre und mehr;158749;470606;4848;8932
31.12.1983;Insgesamt;26791793;29940720;2513995;2060161
31.12.1984;unter 1 Jahr;270134;255903;27715;26591
31.12.1984;1-Jährige;271124;257533;29942;28451
31.12.1984;2-Jährige;279219;264555;33420;32423
31.12.1984;3-Jährige;276532;263602;36260;34728
31.12.1984;4-Jährige;274137;261404;36970;35438
31.12.1984;5-Jährige;257355;245758;35568;34673
31.12.1984;6-Jährige;255442;243032;34371;33369
31.12.1984;7-Jährige;257106;243878;33400;33290
31.12.1984;8-Jährige;261774;250127;35400;36055
31.12.1984;9-Jährige;255911;243479;36746;37606
31.12.1984;10-Jährige;262678;250899;40907;43362
31.12.1984;11-Jährige;271095;259910;42079;42666
31.12.1984;12-Jährige;307977;294278;42153;42290
31.12.1984;13-Jährige;352649;335678;42602;41332
31.12.1984;14-Jährige;373446;357402;40335;37205
31.12.1984;15-Jährige;427131;408632;40306;35176
31.12.1984;16-Jährige;463228;442011;39649;33583
31.12.1984;17-Jährige;483589;462685;37674;31919
31.12.1984;18-Jährige;498938;477267;43966;35287
31.12.1984;19-Jährige;502087;478834;45593;36715
31.12.1984;20-Jährige;513997;490447;47757;37949
31.12.1984;21-Jährige;509412;487423;46682;36396
31.12.1984;22-Jährige;491378;469527;44270;35811
31.12.1984;23-Jährige;489529;468427;41254;34491
31.12.1984;24-Jährige;472332;451628;45292;38705
31.12.1984;25-Jährige;461782;438602;43994;36135
31.12.1984;26-Jährige;440899;418863;46278;35645
31.12.1984;27-Jährige;432129;411058;46790;35012
31.12.1984;28-Jährige;415431;397190;50638;38078
31.12.1984;29-Jährige;399503;380505;47312;41099
31.12.1984;30-Jährige;398870;383324;45469;44929
31.12.1984;31-Jährige;383968;369639;42652;45367
31.12.1984;32-Jährige;387369;370075;46401;49732
31.12.1984;33-Jährige;380614;365140;44705;45890
31.12.1984;34-Jährige;389910;370675;52976;51245
31.12.1984;35-Jährige;391279;370164;53454;47705
31.12.1984;36-Jährige;365084;352270;55516;45193
31.12.1984;37-Jährige;338051;334100;54544;41457
31.12.1984;38-Jährige;309614;309889;50192;37299
31.12.1984;39-Jährige;263437;266008;46276;34313
31.12.1984;40-Jährige;361344;361942;44454;32067
31.12.1984;41-Jährige;374194;371045;44211;29062
31.12.1984;42-Jährige;365276;362620;46142;28321
31.12.1984;43-Jährige;452054;448892;42085;24795
31.12.1984;44-Jährige;486554;484730;46514;26615
31.12.1984;45-Jährige;483513;481282;42369;23763
31.12.1984;46-Jährige;455916;454761;39720;22180
31.12.1984;47-Jährige;430194;429610;35665;19951
31.12.1984;48-Jährige;425755;426241;33505;18782
31.12.1984;49-Jährige;418645;417543;29609;17428
31.12.1984;50-Jährige;392403;392951;28834;15818
31.12.1984;51-Jährige;317684;321077;26862;15169
31.12.1984;52-Jährige;322262;327540;23700;14608
31.12.1984;53-Jährige;334738;340559;19892;12410
31.12.1984;54-Jährige;358519;365810;19898;13175
31.12.1984;55-Jährige;352936;361002;16647;11380
31.12.1984;56-Jährige;358384;367441;15418;11063
31.12.1984;57-Jährige;323027;359528;13420;9941
31.12.1984;58-Jährige;301864;374194;13242;10275
31.12.1984;59-Jährige;291548;391363;11702;9535
31.12.1984;60-Jährige;255357;383470;10600;8734
31.12.1984;61-Jährige;249635;382782;9678;7947
31.12.1984;62-Jährige;263554;401043;8795;7598
31.12.1984;63-Jährige;269926;421927;7766;6817
31.12.1984;64-Jährige;260228;421511;7511;6326
31.12.1984;65-Jährige;198560;321116;5457;4941
31.12.1984;66-Jährige;130146;213606;3991;3481
31.12.1984;67-Jährige;124595;204442;3492;3103
31.12.1984;68-Jährige;133913;224198;3494;3196
31.12.1984;69-Jährige;169842;292202;3950;3570
31.12.1984;70-Jährige;209873;368450;4026;4232
31.12.1984;71-Jährige;209742;366011;3695;4024
31.12.1984;72-Jährige;206278;363901;3613;3753
31.12.1984;73-Jährige;187744;337889;3199;3468
31.12.1984;74-Jährige;178575;336039;3021;3566
31.12.1984;75-Jährige;171793;327122;2697;3151
31.12.1984;76-Jährige;156754;309242;2446;3057
31.12.1984;77-Jährige;145676;285809;2164;2855
31.12.1984;78-Jährige;129412;265118;1978;2593
31.12.1984;79-Jährige;120138;237573;1620;2438
31.12.1984;80-Jährige;107046;218613;1515;2199
31.12.1984;81-Jährige;90172;191399;1369;2024
31.12.1984;82-Jährige;77436;175336;1226;1900
31.12.1984;83-Jährige;64903;152508;1085;1625
31.12.1984;84-Jährige;52161;129406;941;1629
31.12.1984;85 Jahre und mehr;167117;497602;5469;10093
31.12.1984;Insgesamt;26773526;29870267;2406195;1999268
31.12.1985;unter 1 Jahr;270638;258806;28241;26619
31.12.1985;1-Jährige;269986;255852;28492;27262
31.12.1985;2-Jährige;271389;257781;30342;28826
31.12.1985;3-Jährige;279451;264800;33752;32724
31.12.1985;4-Jährige;276906;263949;36494;34920
31.12.1985;5-Jährige;274459;261747;37030;35600
31.12.1985;6-Jährige;257693;246069;34281;33699
31.12.1985;7-Jährige;255781;243351;33106;32530
31.12.1985;8-Jährige;257456;244263;33304;33316
31.12.1985;9-Jährige;262102;250482;35374;36107
31.12.1985;10-Jährige;256316;243836;36686;37636
31.12.1985;11-Jährige;263061;251222;40952;43572
31.12.1985;12-Jährige;271449;260288;42195;42795
31.12.1985;13-Jährige;308290;294626;42454;42295
31.12.1985;14-Jährige;352897;335974;43312;41600
31.12.1985;15-Jährige;373734;357666;41671;37791
31.12.1985;16-Jährige;427302;408900;41203;35493
31.12.1985;17-Jährige;463176;442196;40438;34059
31.12.1985;18-Jährige;483483;462967;39390;33224
31.12.1985;19-Jährige;498882;477475;45433;37154
31.12.1985;20-Jährige;502195;479088;48324;39294
31.12.1985;21-Jährige;514143;490699;51099;39672
31.12.1985;22-Jährige;509515;487730;49897;38179
31.12.1985;23-Jährige;491536;469838;47761;37584
31.12.1985;24-Jährige;489738;468773;44355;35972
31.12.1985;25-Jährige;472689;451886;48125;39995
31.12.1985;26-Jährige;461963;438853;46197;37296
31.12.1985;27-Jährige;441194;419038;47949;36526
31.12.1985;28-Jährige;432350;411321;48299;35802
31.12.1985;29-Jährige;415671;397520;51486;38646
31.12.1985;30-Jährige;399787;380769;47934;41542
31.12.1985;31-Jährige;399058;383602;45825;45069
31.12.1985;32-Jährige;384169;369913;42961;45483
31.12.1985;33-Jährige;387532;370306;46394;49573
31.12.1985;34-Jährige;380691;365360;44472;45762
31.12.1985;35-Jährige;389911;370899;52675;51047
31.12.1985;36-Jährige;391221;370235;52895;47278
31.12.1985;37-Jährige;364860;352276;54843;44770
31.12.1985;38-Jährige;337779;334106;53770;41191
31.12.1985;39-Jährige;309252;309755;49463;37039
31.12.1985;40-Jährige;263183;265921;45614;34013
31.12.1985;41-Jährige;360936;361833;43705;31820
31.12.1985;42-Jährige;373573;370829;43464;28879
31.12.1985;43-Jährige;364570;362449;45295;28112
31.12.1985;44-Jährige;451041;448509;41228;24620
31.12.1985;45-Jährige;485154;484271;45441;26419
31.12.1985;46-Jährige;481846;480616;41316;23615
31.12.1985;47-Jährige;454144;454027;38656;22028
31.12.1985;48-Jährige;428277;428883;34658;19835
31.12.1985;49-Jährige;423647;425332;32704;18625
31.12.1985;50-Jährige;416284;416518;28867;17267
31.12.1985;51-Jährige;389789;391861;28028;15624
31.12.1985;52-Jährige;315338;320165;25990;14970
31.12.1985;53-Jährige;319812;326526;22914;14386
31.12.1985;54-Jährige;331782;339391;19249;12194
31.12.1985;55-Jährige;354951;364353;19252;13037
31.12.1985;56-Jährige;348969;359469;16115;11281
31.12.1985;57-Jährige;354095;365666;14845;10952
31.12.1985;58-Jährige;318890;357587;12833;9768
31.12.1985;59-Jährige;297677;371850;12613;10077
31.12.1985;60-Jährige;287143;388862;10963;9273
31.12.1985;61-Jährige;251027;380695;9886;8554
31.12.1985;62-Jährige;244899;380004;9106;7766
31.12.1985;63-Jährige;258340;397672;8281;7522
31.12.1985;64-Jährige;263721;417837;7372;6787
31.12.1985;65-Jährige;253725;416852;7032;6321
31.12.1985;66-Jährige;193145;317223;5178;4924
31.12.1985;67-Jährige;126103;210543;3825;3464
31.12.1985;68-Jährige;120535;201324;3410;3119
31.12.1985;69-Jährige;129098;220373;3414;3135
31.12.1985;70-Jährige;163211;286579;3869;3573
31.12.1985;71-Jährige;200743;360741;3919;4198
31.12.1985;72-Jährige;199644;357206;3577;4031
31.12.1985;73-Jährige;195330;353992;3545;3756
31.12.1985;74-Jährige;176794;327553;3099;3464
31.12.1985;75-Jährige;166688;324095;2901;3525
31.12.1985;76-Jährige;159176;314107;2645;3150
31.12.1985;77-Jährige;144199;295202;2359;3015
31.12.1985;78-Jährige;132907;271161;2086;2813
31.12.1985;79-Jährige;116712;249585;1922;2549
31.12.1985;80-Jährige;107525;221825;1551;2385
31.12.1985;81-Jährige;94766;202418;1460;2201
31.12.1985;82-Jährige;78948;175049;1328;1987
31.12.1985;83-Jährige;66925;158810;1182;1880
31.12.1985;84-Jährige;55342;136636;1043;1593
31.12.1985;85 Jahre und mehr;176892;525038;6201;11354
31.12.1985;Insgesamt;26747201;29791655;2442815;2038803
31.12.1986;unter 1 Jahr;289278;275131;31128;29584
31.12.1986;1-Jährige;270629;258802;30140;28389
31.12.1986;2-Jährige;270292;256144;30062;28773
31.12.1986;3-Jährige;271694;258167;31771;30069
31.12.1986;4-Jährige;279897;265236;35120;33867
31.12.1986;5-Jährige;277269;264352;37569;36077
31.12.1986;6-Jährige;274924;262167;36800;35704
